user_id,signup_ts,acquisition_channel,plan_tier,sessions_last_30d,net_revenue_usd,open_ticket_count,churn_signal,customer_health_score
2260,2025-10-17 06:06:02,organic,free,4,0.0,0,0,63
821,2025-10-17 06:40:25,referral,pro,6,201.21,0,1,52
2711,2025-10-17 06:41:04,paid_search,free,5,0.0,0,0,65
3441,2025-10-17 08:04:06,referral,free,10,0.0,0,1,50
1180,2025-10-17 09:08:26,referral,free,3,0.0,0,1,36
454,2025-10-17 09:14:43,paid_search,free,0,0.0,0,0,55
1399,2025-10-17 09:40:48,organic,pro,4,143.86,0,0,70
429,2025-10-17 09:56:30,social,free,4,0.0,0,0,63
2328,2025-10-17 13:31:55,organic,free,5,0.0,1,0,58
2222,2025-10-17 13:41:21,referral,pro,8,149.99,0,0,78
2635,2025-10-17 14:03:48,social,free,3,0.0,1,1,29
2409,2025-10-17 14:11:38,organic,free,5,0.0,0,1,40
2468,2025-10-17 15:21:40,social,free,6,0.0,0,0,67
3485,2025-10-17 15:56:04,referral,pro,2,149.99,0,0,66
830,2025-10-17 21:10:06,organic,pro,4,189.22,0,0,72
1493,2025-10-17 21:53:01,paid_search,free,2,0.0,0,0,59
1300,2025-10-17 22:55:08,social,free,6,0.0,0,0,67
1590,2025-10-17 23:34:26,paid_search,pro,3,97.1,0,1,40
1944,2025-10-18 00:12:25,partner,pro,3,139.0,0,1,42
1869,2025-10-18 00:30:52,social,pro,3,45.56,0,0,63
138,2025-10-18 02:24:19,social,pro,3,190.42,0,0,70
3457,2025-10-18 02:37:16,social,free,5,0.0,2,1,26
2558,2025-10-18 03:04:56,social,free,2,0.0,0,1,34
1536,2025-10-18 03:44:47,referral,pro,3,212.68,0,1,46
2950,2025-10-18 04:18:10,social,free,2,0.0,0,0,59
2262,2025-10-18 05:09:37,social,pro,0,-9.77,0,0,54
385,2025-10-18 05:33:13,referral,pro,8,196.44,0,0,80
2498,2025-10-18 06:43:41,organic,free,3,0.0,1,0,54
787,2025-10-18 06:54:01,paid_search,free,2,0.0,0,0,59
147,2025-10-18 13:33:56,organic,free,7,0.0,0,0,69
2321,2025-10-18 13:59:04,referral,free,5,0.0,0,1,40
3319,2025-10-18 14:47:11,paid_search,pro,1,161.31,0,1,40
663,2025-10-18 14:52:25,referral,enterprise,2,806.11,0,1,54
1683,2025-10-18 14:56:20,organic,free,3,0.0,0,0,61
2865,2025-10-18 14:57:24,paid_search,free,3,0.0,0,0,61
1446,2025-10-18 16:52:37,referral,free,3,0.0,0,0,61
2763,2025-10-18 17:02:19,organic,free,3,0.0,0,0,61
970,2025-10-18 17:30:08,paid_search,pro,5,140.16,0,1,47
844,2025-10-18 17:47:54,paid_search,free,4,0.0,1,0,56
1909,2025-10-18 18:54:13,organic,free,4,0.0,0,1,38
1266,2025-10-18 20:07:32,social,pro,7,215.47,0,0,79
117,2025-10-18 20:57:55,organic,free,2,0.0,0,1,34
328,2025-10-18 21:23:53,paid_search,free,5,0.0,0,0,65
2629,2025-10-19 00:39:03,organic,free,4,0.0,0,1,38
3239,2025-10-19 00:56:44,organic,pro,3,199.38,0,1,45
2202,2025-10-19 02:27:29,social,free,5,0.0,0,1,40
2727,2025-10-19 05:07:25,organic,pro,4,188.97,0,1,47
870,2025-10-19 05:17:08,social,free,6,0.0,0,1,42
2037,2025-10-19 05:34:50,organic,free,5,0.0,0,1,40
2771,2025-10-19 05:59:59,paid_search,free,3,0.0,0,1,36
2880,2025-10-19 06:42:31,organic,pro,1,137.35,0,1,38
1240,2025-10-19 07:34:38,partner,free,2,0.0,1,0,52
1452,2025-10-19 07:57:28,social,free,4,0.0,0,0,63
1099,2025-10-19 08:23:08,paid_search,free,5,0.0,0,0,65
250,2025-10-19 09:29:55,social,pro,4,149.77,0,1,45
1019,2025-10-19 09:38:46,social,free,4,0.0,0,0,63
902,2025-10-19 11:37:10,partner,free,6,0.0,0,1,42
1871,2025-10-19 13:57:30,organic,free,3,0.0,0,1,36
817,2025-10-19 14:07:15,organic,pro,6,106.71,0,1,47
2338,2025-10-19 14:47:00,organic,pro,8,166.88,0,0,79
562,2025-10-19 14:51:29,paid_search,free,4,0.0,0,1,38
56,2025-10-19 15:48:17,organic,free,7,0.0,0,0,69
2370,2025-10-19 16:11:31,social,pro,7,58.0,2,1,32
811,2025-10-19 16:51:45,referral,free,4,0.0,0,0,63
2521,2025-10-19 16:52:27,paid_search,free,5,0.0,0,1,40
1110,2025-10-19 18:14:21,paid_search,free,7,0.0,0,1,44
397,2025-10-19 18:37:49,social,free,5,0.0,0,0,65
352,2025-10-19 18:59:33,partner,free,7,0.0,0,0,69
2779,2025-10-19 19:34:49,referral,pro,2,156.52,0,0,66
1806,2025-10-19 19:44:54,paid_search,free,4,0.0,0,1,38
3012,2025-10-19 21:04:59,social,free,4,0.0,0,0,63
3362,2025-10-19 23:02:30,partner,pro,6,106.92,0,0,72
1781,2025-10-20 00:19:46,organic,free,7,0.0,0,1,44
1526,2025-10-20 02:05:13,paid_search,pro,4,91.01,0,0,67
1463,2025-10-20 02:29:21,referral,free,2,0.0,0,1,34
1518,2025-10-20 05:31:46,social,pro,5,117.49,0,1,45
1270,2025-10-20 05:54:05,paid_search,free,8,0.0,0,1,46
1286,2025-10-20 06:39:55,referral,pro,8,162.02,0,0,79
2883,2025-10-20 07:06:31,organic,free,2,0.0,0,0,59
574,2025-10-20 07:30:06,organic,free,8,0.0,0,1,46
2411,2025-10-20 08:05:32,paid_search,pro,5,133.82,0,1,46
1975,2025-10-20 09:57:26,partner,enterprise,7,604.26,0,1,64
699,2025-10-20 10:04:15,referral,free,2,0.0,0,1,34
1642,2025-10-20 11:08:48,social,pro,3,147.41,0,1,43
3337,2025-10-20 11:11:37,paid_search,free,7,0.0,0,1,44
2971,2025-10-20 12:03:01,referral,free,3,0.0,0,0,61
2504,2025-10-20 12:07:55,social,free,3,0.0,0,1,36
3463,2025-10-20 12:11:11,social,pro,11,203.06,0,1,62
1464,2025-10-20 12:24:58,organic,pro,2,147.09,0,0,66
1453,2025-10-20 13:14:44,referral,free,6,0.0,0,0,67
2277,2025-10-20 13:44:13,referral,pro,5,155.14,0,0,72
848,2025-10-20 14:25:29,social,pro,2,13.16,0,1,34
1653,2025-10-20 15:09:24,social,pro,5,139.62,0,1,46
584,2025-10-20 15:18:00,paid_search,pro,2,119.83,0,1,39
2617,2025-10-20 17:04:07,referral,pro,5,52.56,0,0,67
2313,2025-10-20 17:44:04,referral,free,5,0.0,0,1,40
887,2025-10-20 18:21:52,organic,pro,4,146.96,0,1,45
546,2025-10-20 19:23:23,partner,free,4,0.0,0,0,63
1982,2025-10-20 21:26:55,referral,pro,4,182.52,0,0,72
898,2025-10-20 22:36:39,referral,free,9,0.0,0,0,73
1267,2025-10-21 00:12:16,organic,pro,6,41.84,0,0,69
3451,2025-10-21 00:39:16,organic,pro,4,57.57,0,0,65
2487,2025-10-21 00:49:43,social,pro,8,99.77,0,1,50
542,2025-10-21 01:11:19,referral,pro,11,189.46,0,0,86
1026,2025-10-21 01:41:08,referral,free,3,0.0,0,0,61
1021,2025-10-21 02:46:41,partner,pro,4,145.98,0,1,45
3356,2025-10-21 04:59:12,organic,pro,3,146.99,0,1,43
1801,2025-10-21 05:56:36,referral,free,3,0.0,0,0,61
1978,2025-10-21 06:05:35,partner,pro,6,179.78,0,1,50
858,2025-10-21 06:28:40,referral,enterprise,7,599.14,0,0,89
3183,2025-10-21 08:31:57,organic,pro,10,194.6,0,1,59
1136,2025-10-21 09:00:08,organic,pro,6,150.44,0,0,74
2656,2025-10-21 09:28:10,social,pro,8,152.05,0,1,53
150,2025-10-21 09:33:42,referral,free,4,0.0,0,0,63
3112,2025-10-21 11:40:58,organic,pro,4,154.42,0,0,70
3188,2025-10-21 12:43:45,referral,free,6,0.0,0,0,67
2459,2025-10-21 12:58:18,organic,free,4,0.0,0,1,38
2787,2025-10-21 13:56:38,social,free,2,0.0,0,0,59
1615,2025-10-21 15:06:23,paid_search,free,4,0.0,0,0,63
1351,2025-10-21 15:17:11,organic,pro,4,104.71,3,1,22
2981,2025-10-21 15:24:09,social,free,7,0.0,1,1,37
1470,2025-10-21 15:58:18,organic,pro,7,145.77,0,1,51
1411,2025-10-21 16:15:20,social,free,4,0.0,0,1,38
2372,2025-10-21 17:42:00,social,pro,6,147.09,0,0,74
619,2025-10-21 17:42:48,referral,pro,7,93.16,0,0,73
3500,2025-10-21 17:45:12,paid_search,free,7,0.0,0,0,69
1889,2025-10-21 18:42:10,referral,free,9,0.0,0,0,73
2001,2025-10-21 20:23:30,paid_search,free,1,0.0,0,0,57
2524,2025-10-21 21:09:04,organic,free,2,0.0,0,1,34
2803,2025-10-21 23:25:38,referral,free,3,0.0,0,0,61
2887,2025-10-22 00:02:09,referral,pro,3,192.5,0,0,70
36,2025-10-22 01:26:37,paid_search,pro,5,185.24,0,1,49
2128,2025-10-22 02:20:22,organic,free,3,0.0,0,1,36
279,2025-10-22 04:43:29,referral,free,4,0.0,0,1,38
2330,2025-10-22 05:18:56,paid_search,pro,4,59.15,1,0,58
1456,2025-10-22 06:22:39,organic,free,7,0.0,0,0,69
2710,2025-10-22 07:54:27,paid_search,free,9,0.0,1,1,41
2439,2025-10-22 07:57:29,paid_search,free,4,0.0,0,0,63
1035,2025-10-22 09:17:15,referral,pro,6,138.53,0,0,73
518,2025-10-22 09:20:22,partner,pro,6,-47.5,0,1,39
2963,2025-10-22 10:06:29,social,free,4,0.0,0,1,38
1362,2025-10-22 11:05:24,partner,free,3,0.0,0,0,61
2311,2025-10-22 12:06:11,partner,pro,5,69.7,1,1,36
387,2025-10-22 12:27:41,partner,pro,4,137.58,0,0,69
1769,2025-10-22 12:34:31,partner,enterprise,8,842.02,1,0,84
45,2025-10-22 13:15:34,paid_search,pro,9,154.11,0,1,55
3154,2025-10-22 15:28:50,partner,free,2,0.0,0,1,34
2704,2025-10-22 16:05:17,referral,pro,8,138.18,1,1,45
2794,2025-10-22 17:01:10,paid_search,free,6,0.0,0,0,67
2231,2025-10-22 18:12:54,paid_search,free,2,0.0,0,1,34
3069,2025-10-22 19:03:11,referral,free,4,0.0,0,1,38
899,2025-10-22 19:49:46,social,free,1,0.0,0,1,32
2590,2025-10-22 20:44:55,organic,pro,8,192.68,0,0,80
3410,2025-10-22 22:14:03,social,free,2,0.0,0,1,34
3276,2025-10-22 23:39:20,paid_search,pro,5,205.94,0,0,75
1953,2025-10-23 00:18:17,referral,pro,7,155.3,0,0,76
1834,2025-10-23 00:29:51,social,free,6,0.0,0,1,42
1022,2025-10-23 01:10:49,social,pro,7,49.53,0,0,71
659,2025-10-23 02:21:18,social,pro,1,151.81,0,0,64
3334,2025-10-23 02:23:30,social,pro,3,137.91,0,1,42
2024,2025-10-23 03:27:50,partner,free,6,0.0,0,1,42
1253,2025-10-23 06:51:28,partner,free,6,0.0,0,0,67
1215,2025-10-23 07:16:56,referral,free,2,0.0,0,1,34
1911,2025-10-23 07:40:42,social,pro,5,200.9,0,1,50
69,2025-10-23 13:31:06,referral,pro,4,125.21,0,1,44
1055,2025-10-23 14:17:17,organic,pro,5,155.59,0,0,72
2668,2025-10-23 14:32:57,organic,pro,5,46.57,0,1,42
2855,2025-10-23 16:39:57,paid_search,free,8,0.0,0,0,71
1027,2025-10-23 17:16:02,paid_search,pro,6,183.26,0,0,76
2478,2025-10-23 17:41:48,referral,pro,11,158.5,0,0,84
1588,2025-10-23 18:36:07,paid_search,free,7,0.0,0,0,69
127,2025-10-23 21:44:18,paid_search,pro,7,134.65,0,1,50
217,2025-10-23 21:54:00,social,free,2,0.0,0,0,59
1571,2025-10-23 22:27:12,paid_search,free,1,0.0,0,0,57
1096,2025-10-24 00:11:30,organic,pro,3,180.74,0,0,70
2751,2025-10-24 02:10:03,paid_search,free,3,0.0,0,1,36
439,2025-10-24 02:33:15,social,pro,3,148.59,0,1,43
3133,2025-10-24 03:22:24,paid_search,enterprise,7,567.75,0,1,64
1851,2025-10-24 05:16:19,organic,pro,5,135.13,0,0,71
1361,2025-10-24 07:01:23,organic,free,8,0.0,0,1,46
280,2025-10-24 07:54:44,organic,free,3,0.0,0,1,36
2634,2025-10-24 09:26:51,social,free,3,0.0,0,1,36
1122,2025-10-24 11:54:07,organic,pro,6,99.3,0,1,46
431,2025-10-24 12:41:15,social,free,4,0.0,0,1,38
246,2025-10-24 12:50:58,paid_search,pro,11,130.94,0,0,83
678,2025-10-24 12:59:25,referral,pro,6,159.82,0,0,74
1328,2025-10-24 13:54:26,referral,pro,3,181.33,0,1,45
1256,2025-10-24 13:55:46,referral,free,4,0.0,0,1,38
3320,2025-10-24 14:36:04,paid_search,pro,6,105.17,0,0,72
7,2025-10-24 17:10:24,social,free,2,0.0,0,1,34
2365,2025-10-24 17:16:45,organic,free,2,0.0,0,1,34
881,2025-10-24 17:24:01,paid_search,enterprise,5,871.12,0,1,60
753,2025-10-24 18:04:31,social,free,5,0.0,0,1,40
2528,2025-10-24 18:24:36,paid_search,free,6,0.0,0,1,42
2864,2025-10-24 19:31:24,paid_search,pro,1,189.96,1,1,34
2316,2025-10-24 19:41:46,paid_search,pro,6,195.23,0,1,51
3280,2025-10-24 20:08:31,organic,free,5,0.0,0,0,65
196,2025-10-24 22:04:54,organic,free,4,0.0,0,0,63
728,2025-10-24 22:15:07,paid_search,free,5,0.0,0,0,65
1721,2025-10-25 01:18:50,paid_search,pro,6,81.48,0,1,46
1543,2025-10-25 01:34:00,paid_search,free,4,0.0,0,1,38
3247,2025-10-25 02:05:27,paid_search,free,2,0.0,0,1,34
1,2025-10-25 02:41:33,organic,free,3,0.0,0,1,36
1931,2025-10-25 03:09:49,organic,pro,10,207.45,0,0,85
2853,2025-10-25 04:08:21,referral,enterprise,4,573.72,0,0,83
1531,2025-10-25 04:20:01,organic,pro,3,140.07,0,1,43
1809,2025-10-25 04:23:32,paid_search,pro,9,98.01,0,0,77
172,2025-10-25 04:59:16,paid_search,free,3,0.0,0,1,36
695,2025-10-25 05:09:13,referral,free,6,0.0,0,0,67
826,2025-10-25 06:07:09,referral,free,3,0.0,0,1,36
133,2025-10-25 06:28:52,partner,free,7,0.0,1,0,62
2911,2025-10-25 06:31:03,social,free,3,0.0,0,1,36
2032,2025-10-25 06:51:10,social,free,6,0.0,0,0,67
359,2025-10-25 07:31:30,organic,free,3,0.0,0,1,36
1633,2025-10-25 08:01:34,referral,pro,2,196.28,0,1,43
910,2025-10-25 09:48:23,social,free,6,0.0,0,0,67
2081,2025-10-25 09:48:51,referral,free,3,0.0,0,1,36
33,2025-10-25 11:00:05,organic,free,3,0.0,0,1,36
2339,2025-10-25 12:47:15,organic,pro,10,132.49,0,0,81
581,2025-10-25 14:24:52,paid_search,free,5,0.0,0,1,40
951,2025-10-25 14:40:06,referral,free,3,0.0,0,0,61
3413,2025-10-25 15:48:59,paid_search,pro,3,134.47,0,0,67
1690,2025-10-25 16:34:38,organic,free,4,0.0,0,0,63
10,2025-10-25 16:52:50,paid_search,pro,9,199.89,0,1,57
2815,2025-10-25 17:11:37,referral,free,4,0.0,0,0,63
376,2025-10-25 17:42:50,paid_search,free,2,0.0,0,0,59
2593,2025-10-25 18:12:45,organic,free,7,0.0,0,1,44
243,2025-10-25 18:22:14,organic,free,5,0.0,0,1,40
700,2025-10-25 19:23:30,referral,enterprise,6,527.58,0,1,62
2452,2025-10-25 19:24:24,organic,pro,7,45.18,0,1,46
674,2025-10-25 19:31:32,social,pro,5,204.68,0,0,75
2265,2025-10-25 19:49:24,referral,pro,9,203.45,0,1,58
977,2025-10-25 19:56:50,organic,free,3,0.0,0,1,36
791,2025-10-25 21:12:04,paid_search,enterprise,3,589.71,0,1,56
2305,2025-10-25 22:24:15,social,pro,4,57.98,0,1,40
218,2025-10-25 23:15:21,paid_search,pro,1,220.9,0,0,68
2741,2025-10-26 00:27:47,social,free,3,0.0,1,1,29
1842,2025-10-26 00:56:46,partner,pro,5,71.36,0,1,43
87,2025-10-26 01:39:45,paid_search,pro,3,186.08,0,1,45
3418,2025-10-26 01:56:41,organic,free,2,0.0,0,1,34
3283,2025-10-26 03:16:45,referral,free,7,0.0,0,0,69
2320,2025-10-26 06:16:56,paid_search,enterprise,8,558.75,0,0,91
1788,2025-10-26 06:33:09,organic,free,5,0.0,0,0,65
3342,2025-10-26 06:39:57,paid_search,free,1,0.0,0,1,32
2956,2025-10-26 06:44:53,organic,free,9,0.0,0,1,48
588,2025-10-26 07:05:45,referral,pro,5,143.06,0,0,72
2471,2025-10-26 07:13:19,organic,pro,7,138.41,0,0,75
3034,2025-10-26 08:53:57,social,pro,2,157.7,0,0,66
2501,2025-10-26 09:09:48,organic,pro,10,186.88,0,1,59
1738,2025-10-26 09:15:14,organic,enterprise,9,853.5,0,1,68
891,2025-10-26 09:35:36,partner,free,5,0.0,0,1,40
1880,2025-10-26 10:47:22,organic,free,5,0.0,0,0,65
2681,2025-10-26 12:50:08,social,free,6,0.0,0,1,42
580,2025-10-26 14:27:54,referral,pro,4,213.89,0,1,48
1436,2025-10-26 15:06:18,partner,pro,3,198.18,0,1,45
1289,2025-10-26 15:07:20,referral,free,5,0.0,1,0,58
3496,2025-10-26 17:47:37,paid_search,free,6,0.0,0,1,42
1450,2025-10-26 18:17:51,partner,pro,4,215.92,1,1,41
1359,2025-10-26 18:20:30,social,free,4,0.0,0,1,38
2555,2025-10-26 19:06:23,organic,pro,5,158.78,0,1,47
258,2025-10-26 19:27:01,organic,pro,4,198.63,0,1,47
2514,2025-10-26 19:28:55,referral,free,5,0.0,0,1,40
2422,2025-10-26 20:38:18,social,pro,2,103.77,1,0,57
2622,2025-10-26 20:56:42,paid_search,free,3,0.0,0,0,61
2614,2025-10-26 22:53:00,partner,pro,2,140.01,0,1,41
1730,2025-10-26 22:56:29,paid_search,enterprise,3,626.09,0,0,81
2474,2025-10-26 23:02:39,organic,free,4,0.0,0,0,63
1166,2025-10-26 23:59:29,organic,free,6,0.0,0,0,67
1827,2025-10-27 00:41:48,organic,free,5,0.0,0,1,40
2176,2025-10-27 00:45:12,referral,free,3,0.0,0,1,36
516,2025-10-27 00:51:03,partner,free,4,0.0,0,1,38
460,2025-10-27 02:38:04,social,enterprise,5,359.08,0,0,82
3352,2025-10-27 02:46:42,organic,free,3,0.0,0,1,36
2264,2025-10-27 02:50:46,referral,enterprise,8,626.54,0,0,91
171,2025-10-27 03:20:26,paid_search,pro,1,211.03,0,0,67
818,2025-10-27 04:08:17,referral,free,2,0.0,0,1,34
1855,2025-10-27 04:51:09,organic,free,5,0.0,0,0,65
583,2025-10-27 05:04:01,organic,pro,8,159.65,1,0,71
1227,2025-10-27 06:32:19,partner,pro,4,184.75,0,0,72
2945,2025-10-27 06:42:34,referral,pro,5,143.83,0,0,72
2503,2025-10-27 06:58:13,referral,free,3,0.0,0,0,61
322,2025-10-27 07:56:38,organic,pro,4,96.84,1,0,60
3490,2025-10-27 08:28:44,organic,pro,8,130.92,0,0,77
310,2025-10-27 10:20:53,social,pro,5,228.65,0,1,51
3149,2025-10-27 10:34:56,partner,enterprise,9,786.39,0,1,68
3076,2025-10-27 11:36:00,organic,free,7,0.0,0,0,69
480,2025-10-27 11:59:04,paid_search,free,2,0.0,0,1,34
1272,2025-10-27 12:22:58,paid_search,free,2,0.0,0,1,34
808,2025-10-27 16:08:40,paid_search,free,5,0.0,0,0,65
1538,2025-10-27 16:15:46,organic,free,2,0.0,0,0,59
1816,2025-10-27 16:26:35,social,free,2,0.0,0,1,34
3033,2025-10-27 16:32:09,referral,pro,8,195.48,0,0,80
1867,2025-10-27 17:18:47,organic,pro,5,39.91,0,1,41
1489,2025-10-27 17:36:03,paid_search,free,5,0.0,0,0,65
1466,2025-10-27 19:03:32,paid_search,pro,4,95.34,0,1,42
2243,2025-10-27 19:45:46,paid_search,free,6,0.0,1,1,35
1484,2025-10-27 20:24:45,organic,pro,15,154.3,0,1,67
2910,2025-10-27 20:44:03,referral,pro,7,137.26,1,0,68
1579,2025-10-27 22:59:44,organic,pro,5,175.93,0,1,48
3026,2025-10-28 00:13:35,paid_search,free,7,0.0,0,0,69
2722,2025-10-28 00:49:14,referral,free,5,0.0,0,1,40
501,2025-10-28 01:11:20,partner,free,7,0.0,0,0,69
873,2025-10-28 01:11:26,social,pro,3,201.85,0,1,46
2852,2025-10-28 02:11:45,social,free,5,0.0,0,1,40
1216,2025-10-28 02:16:11,paid_search,free,5,0.0,1,1,33
120,2025-10-28 03:29:47,paid_search,free,1,0.0,0,1,32
1321,2025-10-28 03:33:48,social,pro,8,96.17,0,0,75
2505,2025-10-28 05:47:24,organic,free,7,0.0,0,0,69
2214,2025-10-28 05:50:34,paid_search,free,3,0.0,0,0,61
538,2025-10-28 06:15:40,organic,free,5,0.0,0,0,65
2213,2025-10-28 06:52:40,organic,pro,8,140.6,0,1,53
1020,2025-10-28 07:19:02,organic,free,4,0.0,0,0,63
365,2025-10-28 07:40:30,social,pro,4,98.46,0,1,42
726,2025-10-28 10:54:29,organic,free,4,0.0,0,0,63
2680,2025-10-28 11:26:13,paid_search,free,4,0.0,0,0,63
2785,2025-10-28 12:03:45,organic,free,0,0.0,1,0,48
3369,2025-10-28 13:02:25,paid_search,free,8,0.0,0,1,46
198,2025-10-28 13:30:25,organic,free,9,0.0,0,0,73
2268,2025-10-28 14:10:17,organic,free,9,0.0,0,1,48
2699,2025-10-28 14:38:21,organic,free,4,0.0,0,1,38
778,2025-10-28 14:52:05,social,pro,6,119.21,0,0,72
3160,2025-10-28 15:01:48,organic,pro,9,78.94,0,1,51
3304,2025-10-28 15:06:15,partner,pro,1,140.84,0,0,64
313,2025-10-28 16:00:28,organic,pro,1,131.58,0,1,38
497,2025-10-28 16:03:55,referral,free,5,0.0,0,1,40
2363,2025-10-28 16:06:42,paid_search,free,4,0.0,1,0,56
1946,2025-10-28 16:14:07,paid_search,free,6,0.0,0,1,42
946,2025-10-28 16:59:47,partner,free,4,0.0,0,0,63
1343,2025-10-28 17:21:30,social,pro,2,145.36,1,1,34
1050,2025-10-28 18:18:25,social,free,5,0.0,0,1,40
724,2025-10-28 18:28:57,paid_search,free,3,0.0,0,1,36
1157,2025-10-28 19:43:42,organic,pro,1,49.12,0,1,34
863,2025-10-28 19:54:50,partner,free,6,0.0,0,1,42
1876,2025-10-28 21:08:14,social,free,4,0.0,0,1,38
1619,2025-10-28 23:08:36,paid_search,enterprise,7,145.0,0,0,76
3348,2025-10-29 00:19:57,social,pro,8,143.7,0,1,53
418,2025-10-29 00:31:39,paid_search,free,3,0.0,0,0,61
784,2025-10-29 00:47:03,social,pro,3,103.6,0,1,41
2509,2025-10-29 00:55:14,organic,free,3,0.0,0,1,36
783,2025-10-29 03:08:33,organic,free,7,0.0,0,1,44
